t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.020,148.109,829.592,100.644,-120.911,15.458,13.378,0.977,7.684,0.000,0.000,-0.090,2,9.590,3.871,0.998,"Ground_Mountain_0_1:(-0.173, 0.979, -0.104);Ground_Mountain_0_1:(-0.173, 0.979, -0.104);Ground_Mountain_0_1:(-0.173, 0.979, -0.104);Ground_Mountain_0_1:(-0.173, 0.979, -0.104);Ground_Mountain_0_1:(-0.173, 0.979, -0.104);Ground_Mountain_0_1:(-0.173, 0.979, -0.104);Ground_Mountain_0_1:(-0.182, 0.976, -0.119);"
0.040,148.394,829.849,100.666,-120.764,15.479,13.404,1.056,7.698,0.271,0.000,-0.092,4,10.523,10.410,0.994,"Ground_Mountain_0_1:(-0.172, 0.979, -0.105);Ground_Mountain_0_1:(-0.172, 0.979, -0.105);Ground_Mountain_0_1:(-0.172, 0.979, -0.105);Ground_Mountain_0_1:(-0.172, 0.979, -0.105);Ground_Mountain_0_1:(-0.172, 0.979, -0.105);Ground_Mountain_0_1:(-0.172, 0.979, -0.105);"
4.400,216.174,883.172,117.264,-83.905,15.419,13.949,5.627,3.468,0.283,0.000,0.053,4,6.169,0.719,0.913,"Ground_Mountain_0_1:(-0.044, 0.997, -0.070);Ground_Mountain_0_1:(-0.326, 0.940, -0.102);Ground_Mountain_0_1:(-0.326, 0.940, -0.102);Ground_Mountain_0_1:(-0.326, 0.940, -0.102);Ground_Mountain_0_1:(-0.326, 0.940, -0.102);Ground_Mountain_0_1:(-0.326, 0.940, -0.102);Ground_Mountain_0_1:(0.062, 0.998, -0.004);Ground_Mountain_0_1:(0.062, 0.998, -0.004);Ground_Mountain_0_1:(0.062, 0.998, -0.004);Ground_Mountain_0_1:(0.062, 0.998, -0.004);Ground_Mountain_0_1:(0.062, 0.998, -0.004);Ground_Mountain_0_1:(0.062, 0.998, -0.004);Ground_Mountain_0_1:(-0.237, 0.971, -0.043);Ground_Mountain_0_1:(-0.237, 0.971, -0.043);Ground_Mountain_0_1:(-0.237, 0.971, -0.043);"
4.420,216.470,883.420,117.421,-83.818,15.352,13.963,5.587,3.448,0.290,0.000,0.021,2,7.336,1.474,0.888,"Ground_Mountain_0_1:(-0.298, 0.951, -0.088);Ground_Mountain_0_1:(-0.298, 0.951, -0.088);Ground_Mountain_0_1:(-0.298, 0.951, -0.088);Ground_Mountain_0_1:(-0.298, 0.951, -0.088);Ground_Mountain_0_1:(-0.298, 0.951, -0.088);Ground_Mountain_0_1:(-0.298, 0.951, -0.088);Ground_Mountain_0_1:(-0.237, 0.971, -0.043);Ground_Mountain_0_1:(-0.237, 0.971, -0.043);Ground_Mountain_0_1:(-0.237, 0.971, -0.043);Ground_Mountain_0_1:(0.061, 0.998, -0.004);Ground_Mountain_0_1:(0.061, 0.998, -0.004);Ground_Mountain_0_1:(-0.044, 0.997, -0.070);Ground_Mountain_0_1:(-0.044, 0.997, -0.070);Ground_Mountain_0_1:(-0.044, 0.997, -0.070);"
4.440,216.763,883.701,117.534,-83.748,15.357,13.948,5.578,3.485,0.324,0.000,-0.033,2,9.141,2.390,0.892,"Ground_Mountain_0_1:(-0.297, 0.949, -0.108);Ground_Mountain_0_1:(-0.297, 0.949, -0.108);Ground_Mountain_0_1:(-0.297, 0.949, -0.108);Ground_Mountain_0_1:(-0.278, 0.959, -0.059);Ground_Mountain_0_1:(-0.278, 0.959, -0.059);Ground_Mountain_0_1:(-0.278, 0.959, -0.059);"
4.460,217.073,883.969,117.719,-83.683,15.342,13.956,5.535,3.505,0.322,0.000,-0.032,2,7.229,1.786,0.890,"Ground_Mountain_0_1:(-0.297, 0.949, -0.101);Ground_Mountain_0_1:(-0.297, 0.949, -0.101);Ground_Mountain_0_1:(-0.297, 0.949, -0.101);Ground_Mountain_0_1:(-0.297, 0.949, -0.101);Ground_Mountain_0_1:(-0.297, 0.949, -0.101);Ground_Mountain_0_1:(-0.297, 0.949, -0.101);Ground_Mountain_0_1:(-0.237, 0.971, -0.043);Ground_Mountain_0_1:(-0.237, 0.971, -0.043);Ground_Mountain_0_1:(-0.237, 0.971, -0.043);Ground_Mountain_0_1:(0.061, 0.997, 0.036);Ground_Mountain_0_1:(-0.044, 0.997, -0.070);Ground_Mountain_0_1:(0.061, 0.997, -0.045);Ground_Mountain_0_1:(0.061, 0.997, -0.045);"
4.480,217.387,884.250,117.828,-83.612,15.267,13.927,5.382,3.503,0.329,0.000,-0.039,1,2.509,0.520,0.895,"Ground_Mountain_0_1:(-0.297, 0.949, -0.108);Ground_Mountain_0_1:(-0.297, 0.949, -0.108);Ground_Mountain_0_1:(-0.297, 0.949, -0.108);Ground_Mountain_0_1:(-0.278, 0.959, -0.059);Ground_Mountain_0_1:(-0.278, 0.959, -0.059);Ground_Mountain_0_1:(-0.278, 0.959, -0.059);"
4.500,217.524,884.532,117.934,-83.542,15.194,13.922,5.183,3.501,0.367,0.000,-0.039,0,0.000,0.469,0.901,"Ground_Mountain_0_1:(-0.297, 0.949, -0.108);Ground_Mountain_0_1:(-0.297, 0.949, -0.108);Ground_Mountain_0_1:(-0.297, 0.949, -0.108);Ground_Mountain_0_1:(-0.278, 0.959, -0.059);Ground_Mountain_0_1:(-0.278, 0.959, -0.059);Ground_Mountain_0_1:(-0.278, 0.959, -0.059);"
4.520,217.631,884.813,118.035,-83.471,15.123,13.916,4.985,3.500,0.403,0.000,-0.038,0,0.000,0.443,0.907,"Ground_Mountain_0_1:(-0.237, 0.971, -0.043);Ground_Mountain_0_1:(-0.237, 0.971, -0.043);Ground_Mountain_0_1:(-0.237, 0.971, -0.043);Ground_Mountain_0_1:(-0.237, 0.971, -0.043);Ground_Mountain_0_1:(-0.297, 0.950, -0.092);Ground_Mountain_0_1:(-0.297, 0.950, -0.092);Ground_Mountain_0_1:(-0.297, 0.950, -0.092);Ground_Mountain_0_1:(-0.297, 0.950, -0.092);Ground_Mountain_0_1:(-0.297, 0.950, -0.092);Ground_Mountain_0_1:(0.061, 0.997, 0.036);Ground_Mountain_0_1:(-0.044, 0.997, -0.070);Ground_Mountain_0_1:(0.061, 0.997, -0.045);Ground_Mountain_0_1:(0.061, 0.997, -0.045);"
4.540,217.903,885.095,118.132,-83.401,15.055,13.910,4.787,3.499,0.438,0.000,-0.035,0,0.000,0.417,0.912,"Ground_Mountain_0_1:(-0.237, 0.971, -0.043);Ground_Mountain_0_1:(-0.237, 0.971, -0.043);Ground_Mountain_0_1:(-0.237, 0.971, -0.043);"
4.560,218.176,885.376,118.225,-83.331,14.989,13.905,4.589,3.497,0.473,0.000,-0.032,0,0.000,0.392,0.917,""
4.580,218.450,885.658,118.315,-83.260,14.925,13.899,4.391,3.496,0.506,0.000,-0.029,0,0.000,0.366,0.922,""
4.600,218.724,885.939,118.400,-83.190,14.863,13.894,4.193,3.494,0.538,0.000,-0.025,0,0.000,0.341,0.927,""
4.620,218.999,886.220,118.481,-83.120,14.804,13.888,3.995,3.493,0.568,0.000,-0.022,0,0.000,0.315,0.932,""
4.640,219.127,886.501,118.558,-83.049,14.747,13.883,3.798,3.492,0.598,0.000,-0.020,0,0.000,0.290,0.937,""
4.660,219.127,886.782,118.632,-82.979,14.692,13.877,3.600,3.490,0.627,0.000,-0.019,0,0.000,0.264,0.942,""
4.680,219.340,887.063,118.701,-82.909,14.640,13.872,3.403,3.489,0.654,0.000,-0.016,0,0.000,0.239,0.946,""
4.700,219.583,887.344,118.766,-82.839,14.590,13.866,3.205,3.487,0.680,0.000,-0.012,0,0.000,0.215,0.950,""
4.720,219.827,887.625,118.828,-82.769,14.542,13.860,3.008,3.486,0.705,0.000,-0.008,0,0.000,0.190,0.954,""
4.740,220.072,887.906,118.885,-82.699,14.497,13.855,2.810,3.485,0.729,0.000,-0.005,0,0.000,0.166,0.958,""
4.760,220.320,888.186,118.938,-82.629,14.454,13.849,2.613,3.483,0.752,0.000,-0.001,0,0.000,0.142,0.962,""
4.780,220.568,888.467,118.988,-82.559,14.414,13.844,2.416,3.482,0.773,0.000,0.003,0,0.000,0.119,0.966,""
4.800,220.818,888.747,119.033,-82.489,14.376,13.838,2.219,3.480,0.793,0.000,0.006,0,0.000,0.097,0.969,""
4.820,220.879,889.028,119.074,-82.419,14.341,13.833,2.022,3.479,0.812,0.000,0.009,0,0.000,0.076,0.972,""
4.840,220.916,889.308,119.112,-82.349,14.308,13.827,1.825,3.478,0.830,0.000,0.012,0,0.000,0.059,0.975,""
4.860,221.151,889.588,119.145,-82.279,14.277,13.822,1.628,3.476,0.846,0.000,0.016,0,0.000,0.047,0.978,""
4.880,221.388,889.868,119.174,-82.209,14.250,13.816,1.431,3.475,0.861,0.000,0.020,0,0.000,0.046,0.981,""
4.900,221.627,890.148,119.200,-82.139,14.224,13.811,1.235,3.473,0.875,0.000,0.024,0,0.000,0.056,0.983,""
4.920,221.868,890.428,119.221,-82.070,14.201,13.805,1.038,3.472,0.888,0.000,0.027,0,0.000,0.071,0.986,""
4.940,222.110,890.707,119.238,-82.000,14.181,13.800,0.841,3.471,0.899,0.000,0.031,0,0.000,0.090,0.988,""
4.960,222.354,890.987,119.252,-81.930,14.163,13.794,0.645,3.469,0.910,0.000,0.035,0,0.000,0.110,0.990,""
4.980,222.600,891.266,119.261,-81.861,14.148,13.789,0.449,3.468,0.918,0.000,0.039,0,0.000,0.130,0.991,""
5.000,222.778,891.545,119.267,-81.791,14.135,13.783,0.252,3.466,0.926,0.000,0.042,0,0.000,0.150,0.993,""
5.020,222.988,891.824,119.268,-81.722,14.125,13.778,0.056,3.465,0.932,0.000,0.046,0,0.000,0.170,0.994,""
5.040,223.236,892.103,119.266,-81.652,14.117,13.772,-0.140,3.464,0.938,0.000,0.050,0,0.000,0.190,0.996,""
5.060,223.486,892.382,119.259,-81.583,14.112,13.767,-0.336,3.462,0.942,0.000,0.054,0,0.000,0.209,0.997,""
5.080,223.738,892.661,119.249,-81.513,14.109,13.761,-0.532,3.461,0.944,0.000,0.057,0,0.000,0.228,0.998,""
5.100,223.992,892.939,119.235,-81.444,14.108,13.756,-0.728,3.460,0.946,0.000,0.061,0,0.000,0.247,0.998,""
5.120,224.247,893.218,119.216,-81.374,14.111,13.750,-0.924,3.458,0.946,0.000,0.064,0,0.000,0.265,0.999,""
5.140,224.505,893.496,119.194,-81.305,14.115,13.745,-1.120,3.457,0.945,0.000,0.068,0,0.000,0.283,0.999,""
5.160,225.193,893.774,119.168,-81.236,14.122,13.739,-1.315,3.455,0.942,0.000,0.067,0,0.000,0.301,1.000,""
5.180,225.462,894.052,119.138,-81.166,14.131,13.734,-1.511,3.454,0.939,0.000,0.070,0,0.000,0.318,1.000,""
5.200,225.733,894.329,119.104,-81.097,14.143,13.728,-1.706,3.453,0.934,0.000,0.073,0,0.000,0.334,1.000,""
5.220,226.005,894.607,119.066,-81.028,14.157,13.723,-1.902,3.451,0.929,0.000,0.075,0,0.000,0.350,1.000,""
5.240,229.569,894.884,119.024,-80.959,14.173,13.717,-2.097,3.450,0.922,0.000,0.053,0,0.000,0.366,0.999,""
5.260,229.849,895.162,118.978,-80.890,14.191,13.712,-2.292,3.449,0.913,0.000,0.054,0,0.000,0.381,0.999,""
5.280,230.657,895.439,118.928,-80.821,14.212,13.706,-2.488,3.447,0.904,0.000,0.053,0,0.000,0.395,0.999,""
5.300,230.928,895.716,118.874,-80.752,14.235,13.701,-2.683,3.446,0.894,0.000,0.055,0,0.000,0.409,0.998,""
5.320,231.198,895.992,118.816,-80.683,14.260,13.695,-2.878,3.444,0.883,0.000,0.056,0,0.000,0.422,0.997,""
5.340,231.467,896.269,118.755,-80.614,14.287,13.690,-3.073,3.443,0.870,0.000,0.058,0,0.000,0.435,0.997,""
5.360,231.735,896.545,118.689,-80.545,14.316,13.684,-3.268,3.442,0.857,0.000,0.059,0,0.000,0.448,0.996,""
5.380,232.002,896.821,118.619,-80.476,14.347,13.679,-3.463,3.440,0.842,0.000,0.061,0,0.000,0.459,0.995,""
5.400,232.258,897.098,118.546,-80.407,14.380,13.673,-3.657,3.439,0.827,0.000,0.062,0,0.000,0.471,0.994,""
5.420,232.524,897.373,118.469,-80.338,14.415,13.668,-3.852,3.437,0.810,0.000,0.064,0,0.000,0.481,0.993,""
5.440,232.788,897.649,118.387,-80.270,14.451,13.662,-4.047,3.436,0.793,0.000,0.066,0,0.000,0.491,0.992,""
5.460,233.052,897.925,118.302,-80.201,14.489,13.657,-4.241,3.435,0.774,0.000,0.068,0,0.000,0.501,0.991,""
5.480,233.314,898.200,118.213,-80.132,14.529,13.651,-4.435,3.433,0.755,0.000,0.069,0,0.000,0.510,0.990,""
5.500,233.576,898.475,118.120,-80.064,14.571,13.646,-4.630,3.432,0.735,0.000,0.071,0,0.000,0.519,0.989,""
5.520,233.837,898.750,118.024,-79.995,14.614,13.640,-4.824,3.431,0.715,0.000,0.073,0,0.000,0.527,0.987,""
5.540,234.097,899.025,117.923,-79.926,14.659,13.635,-5.018,3.429,0.693,0.000,0.075,0,0.000,0.534,0.986,""
5.560,234.346,899.300,117.818,-79.858,14.705,13.630,-5.212,3.428,0.671,0.000,0.077,0,0.000,0.541,0.985,""
5.580,234.604,899.574,117.710,-79.789,14.752,13.624,-5.406,3.427,0.648,0.000,0.079,0,0.000,0.547,0.984,""
5.600,234.861,899.848,117.597,-79.721,14.800,13.619,-5.600,3.425,0.624,0.000,0.081,0,0.000,0.553,0.983,""
5.620,235.117,900.122,117.481,-79.652,14.850,13.613,-5.794,3.424,0.600,0.000,0.083,0,0.000,0.558,0.981,""
5.640,235.373,900.396,117.361,-79.584,14.901,13.608,-5.988,3.422,0.575,0.000,0.085,0,0.000,0.563,0.980,""
5.660,235.627,900.670,117.237,-79.516,14.953,13.602,-6.182,3.421,0.550,0.000,0.088,0,0.000,0.568,0.979,""
5.680,235.881,900.944,117.109,-79.447,15.005,13.597,-6.375,3.420,0.524,0.000,0.090,0,0.000,0.571,0.978,""
5.700,236.124,901.217,116.978,-79.379,15.059,13.591,-6.569,3.418,0.497,0.000,0.092,0,0.000,0.575,0.976,""
5.720,236.376,901.490,116.842,-79.311,15.113,13.586,-6.762,3.417,0.471,0.000,0.095,0,0.000,0.577,0.975,""
5.740,236.627,901.763,116.703,-79.243,15.168,13.581,-6.956,3.416,0.443,0.000,0.098,0,0.000,0.580,0.974,""
5.760,236.877,902.036,116.559,-79.174,15.224,13.575,-7.149,3.414,0.416,0.000,0.100,0,0.000,0.582,0.973,""
5.780,237.126,902.309,116.412,-79.106,15.280,13.570,-7.343,3.413,0.388,0.000,0.103,0,0.000,0.583,0.972,""
5.800,237.374,902.581,116.261,-79.038,15.336,13.564,-7.536,3.411,0.360,0.000,0.106,0,0.000,0.584,0.971,""
5.820,237.622,902.853,116.106,-78.970,15.393,13.559,-7.729,3.410,0.332,0.000,0.109,0,0.000,0.585,0.970,""
5.840,237.868,903.126,115.948,-78.902,15.450,13.553,-7.922,3.409,0.304,0.000,0.112,0,0.000,0.585,0.969,""
5.860,238.118,903.397,115.785,-78.834,15.507,13.548,-8.115,3.407,0.275,0.000,0.115,0,0.000,0.584,0.968,""
5.880,238.360,903.669,115.619,-78.766,15.564,13.543,-8.308,3.406,0.247,0.000,0.119,0,0.000,0.583,0.967,""
5.900,238.602,903.928,115.469,-78.694,15.082,13.359,-7.588,3.382,0.218,0.000,0.122,0,0.000,0.582,0.974,"Ground_Mountain_1_1:(-0.191, 0.981, -0.025);Ground_Mountain_1_1:(-0.191, 0.981, -0.025);Ground_Mountain_1_1:(-0.191, 0.981, -0.025);"
5.920,238.835,904.159,115.374,-78.638,13.926,13.133,-5.043,3.078,0.459,0.000,0.128,2,16.326,5.502,0.994,"Ground_Mountain_1_1:(-0.191, 0.981, -0.024);Ground_Mountain_1_1:(-0.191, 0.981, -0.024);Ground_Mountain_1_1:(-0.191, 0.981, -0.024);Ground_Mountain_1_1:(-0.191, 0.981, -0.024);"
5.940,239.049,904.388,115.285,-78.584,13.408,13.161,-4.517,2.963,1.000,0.000,0.126,2,1.106,29.259,1.000,"Ground_Mountain_1_1:(-0.188, 0.982, -0.024);Ground_Mountain_1_1:(-0.188, 0.982, -0.024);Ground_Mountain_1_1:(-0.188, 0.982, -0.024);Ground_Mountain_1_1:(-0.188, 0.982, -0.024);Ground_Mountain_1_1:(-0.188, 0.982, -0.024);Ground_Mountain_1_1:(-0.188, 0.982, -0.024);"
5.960,239.262,904.621,115.201,-78.532,12.919,13.276,-4.086,2.821,1.000,0.000,0.126,2,6.291,33.324,0.992,"Ground_Mountain_1_1:(-0.188, 0.982, -0.024);Ground_Mountain_1_1:(-0.188, 0.982, -0.024);Ground_Mountain_1_1:(-0.188, 0.982, -0.024);Ground_Mountain_1_1:(-0.188, 0.982, -0.024);Ground_Mountain_1_1:(-0.188, 0.982, -0.024);Ground_Mountain_1_1:(-0.188, 0.982, -0.024);"
5.980,239.480,904.853,115.187,-78.484,12.233,12.290,-0.578,2.534,1.000,0.000,0.129,4,35.463,33.874,0.984,"Ground_Mountain_1_1:(-0.188, 0.982, -0.024);Ground_Mountain_1_1:(-0.188, 0.982, -0.024);Ground_Mountain_1_1:(-0.188, 0.982, -0.024);Ground_Mountain_1_1:(-0.188, 0.982, -0.024);Ground_Mountain_1_1:(-0.188, 0.982, -0.024);Ground_Mountain_1_1:(-0.188, 0.982, -0.024);"
6.000,239.710,905.084,115.223,-78.437,12.061,11.721,1.764,2.332,1.000,0.000,0.133,4,35.093,14.771,0.982,"Ground_Mountain_1_1:(-0.194, 0.981, -0.024);Ground_Mountain_1_1:(-0.194, 0.981, -0.024);Ground_Mountain_1_1:(-0.194, 0.981, -0.024);Ground_Mountain_1_1:(-0.194, 0.981, -0.024);Ground_Mountain_1_1:(-0.194, 0.981, -0.024);Ground_Mountain_1_1:(-0.194, 0.981, -0.024);"
6.020,239.947,905.319,115.270,-78.392,12.257,11.829,2.308,2.257,1.000,0.000,0.136,4,23.424,3.214,0.981,"Ground_Mountain_1_1:(-0.200, 0.979, -0.024);Ground_Mountain_1_1:(-0.200, 0.979, -0.024);Ground_Mountain_1_1:(-0.200, 0.979, -0.024);Ground_Mountain_1_1:(-0.200, 0.979, -0.024);Ground_Mountain_1_1:(-0.200, 0.979, -0.024);Ground_Mountain_1_1:(-0.200, 0.979, -0.024);"
6.040,240.186,905.559,115.321,-78.347,12.501,12.038,2.557,2.217,1.000,0.000,0.136,4,19.776,0.791,0.981,"Ground_Mountain_1_1:(-0.198, 0.980, -0.024);Ground_Mountain_1_1:(-0.198, 0.980, -0.024);Ground_Mountain_1_1:(-0.198, 0.980, -0.024);Ground_Mountain_1_1:(-0.198, 0.980, -0.024);Ground_Mountain_1_1:(-0.198, 0.980, -0.024);Ground_Mountain_1_1:(-0.198, 0.980, -0.024);"
6.060,240.435,905.804,115.376,-78.304,12.743,12.249,2.776,2.187,1.000,0.000,0.135,4,18.292,0.644,0.980,"Ground_Mountain_1_1:(-0.200, 0.979, -0.025);Ground_Mountain_1_1:(-0.200, 0.979, -0.025);Ground_Mountain_1_1:(-0.200, 0.979, -0.025);Ground_Mountain_1_1:(-0.200, 0.979, -0.025);Ground_Mountain_1_1:(-0.200, 0.979, -0.025);Ground_Mountain_1_1:(-0.200, 0.979, -0.025);"
6.080,240.689,906.053,115.435,-78.260,12.984,12.464,2.965,2.162,1.000,0.000,0.132,4,16.780,0.528,0.980,"Ground_Mountain_1_1:(-0.200, 0.979, -0.025);Ground_Mountain_1_1:(-0.200, 0.979, -0.025);Ground_Mountain_1_1:(-0.200, 0.979, -0.025);Ground_Mountain_1_1:(-0.200, 0.979, -0.025);Ground_Mountain_1_1:(-0.200, 0.979, -0.025);Ground_Mountain_1_1:(-0.200, 0.979, -0.025);"
6.100,240.948,906.306,115.498,-78.218,13.222,12.682,3.124,2.135,1.000,0.000,0.128,4,15.289,0.437,0.980,"Ground_Mountain_1_1:(-0.201, 0.979, -0.025);Ground_Mountain_1_1:(-0.201, 0.979, -0.025);Ground_Mountain_1_1:(-0.201, 0.979, -0.025);Ground_Mountain_1_1:(-0.201, 0.979, -0.025);Ground_Mountain_1_1:(-0.201, 0.979, -0.025);Ground_Mountain_1_1:(-0.201, 0.979, -0.025);"
6.120,241.212,906.564,115.563,-78.176,13.458,12.904,3.255,2.104,1.000,0.000,0.124,4,13.864,0.367,0.980,"Ground_Mountain_1_1:(-0.198, 0.980, -0.025);Ground_Mountain_1_1:(-0.198, 0.980, -0.025);Ground_Mountain_1_1:(-0.198, 0.980, -0.025);Ground_Mountain_1_1:(-0.198, 0.980, -0.025);Ground_Mountain_1_1:(-0.198, 0.980, -0.025);Ground_Mountain_1_1:(-0.198, 0.980, -0.025);"
6.140,241.481,906.826,115.630,-78.134,13.692,13.130,3.359,2.068,1.000,0.000,0.120,4,12.537,0.317,0.979,"Ground_Mountain_1_1:(-0.198, 0.980, -0.025);Ground_Mountain_1_1:(-0.198, 0.980, -0.025);Ground_Mountain_1_1:(-0.198, 0.980, -0.025);Ground_Mountain_1_1:(-0.198, 0.980, -0.025);Ground_Mountain_1_1:(-0.198, 0.980, -0.025);Ground_Mountain_1_1:(-0.198, 0.980, -0.025);"
6.160,241.754,907.093,115.699,-78.094,13.925,13.359,3.442,2.025,1.000,0.000,0.115,4,11.379,0.160,0.979,"Ground_Mountain_1_1:(-0.205, 0.979, -0.025);Ground_Mountain_1_1:(-0.205, 0.979, -0.025);Ground_Mountain_1_1:(-0.205, 0.979, -0.025);Ground_Mountain_1_1:(-0.205, 0.979, -0.025);Ground_Mountain_1_1:(-0.205, 0.979, -0.025);Ground_Mountain_1_1:(-0.205, 0.979, -0.025);"
6.180,242.033,907.365,115.769,-78.054,14.155,13.591,3.506,1.975,1.000,0.000,0.110,4,10.416,0.150,0.979,"Ground_Mountain_1_1:(-0.213, 0.977, -0.025);Ground_Mountain_1_1:(-0.213, 0.977, -0.025);Ground_Mountain_1_1:(-0.213, 0.977, -0.025);Ground_Mountain_1_1:(-0.213, 0.977, -0.025);Ground_Mountain_1_1:(-0.213, 0.977, -0.025);Ground_Mountain_1_1:(-0.213, 0.977, -0.025);"
6.200,242.312,907.641,115.840,-78.016,14.362,13.804,3.552,1.916,0.922,0.000,0.105,4,9.683,0.049,0.979,"Ground_Mountain_1_1:(-0.213, 0.977, -0.025);Ground_Mountain_1_1:(-0.213, 0.977, -0.025);Ground_Mountain_1_1:(-0.213, 0.977, -0.025);Ground_Mountain_1_1:(-0.213, 0.977, -0.025);Ground_Mountain_1_1:(-0.213, 0.977, -0.025);Ground_Mountain_1_1:(-0.213, 0.977, -0.025);"
6.220,242.599,907.920,115.911,-77.979,14.540,13.990,3.580,1.848,0.819,0.000,0.100,4,9.067,0.053,0.979,"Ground_Mountain_1_1:(-0.213, 0.977, -0.025);Ground_Mountain_1_1:(-0.213, 0.977, -0.025);Ground_Mountain_1_1:(-0.213, 0.977, -0.025);Ground_Mountain_1_1:(-0.213, 0.977, -0.025);Ground_Mountain_1_1:(-0.213, 0.977, -0.025);Ground_Mountain_1_1:(-0.213, 0.977, -0.025);"
6.240,242.890,908.203,115.983,-77.943,14.692,14.154,3.592,1.773,0.730,0.000,0.095,4,8.571,0.067,0.979,"Ground_Mountain_1_1:(-0.213, 0.977, -0.025);Ground_Mountain_1_1:(-0.213, 0.977, -0.025);Ground_Mountain_1_1:(-0.213, 0.977, -0.025);Ground_Mountain_1_1:(-0.213, 0.977, -0.025);Ground_Mountain_1_1:(-0.213, 0.977, -0.025);Ground_Mountain_1_1:(-0.213, 0.977, -0.025);"
6.260,243.184,908.489,116.055,-77.910,14.822,14.297,3.593,1.691,0.654,0.000,0.090,4,8.189,0.089,0.979,"Ground_Mountain_1_1:(-0.213, 0.977, -0.025);Ground_Mountain_1_1:(-0.213, 0.977, -0.025);Ground_Mountain_1_1:(-0.213, 0.977, -0.025);Ground_Mountain_1_1:(-0.213, 0.977, -0.025);Ground_Mountain_1_1:(-0.213, 0.977, -0.025);Ground_Mountain_1_1:(-0.213, 0.977, -0.025);"
6.280,243.480,908.777,116.127,-77.878,14.934,14.424,3.583,1.604,0.589,0.000,0.085,4,7.915,0.117,0.978,"Ground_Mountain_1_1:(-0.213, 0.977, -0.025);Ground_Mountain_1_1:(-0.213, 0.977, -0.025);Ground_Mountain_1_1:(-0.213, 0.977, -0.025);Ground_Mountain_1_1:(-0.213, 0.977, -0.025);Ground_Mountain_1_1:(-0.213, 0.977, -0.025);Ground_Mountain_1_1:(-0.213, 0.977, -0.025);"
6.300,243.779,909.067,116.198,-77.847,15.030,14.535,3.569,1.514,0.533,0.000,0.080,4,7.768,0.043,0.978,"Ground_Mountain_1_1:(-0.213, 0.977, -0.025);Ground_Mountain_1_1:(-0.213, 0.977, -0.025);Ground_Mountain_1_1:(-0.213, 0.977, -0.025);Ground_Mountain_1_1:(-0.213, 0.977, -0.025);Ground_Mountain_1_1:(-0.213, 0.977, -0.025);Ground_Mountain_1_1:(-0.213, 0.977, -0.025);"
6.320,244.080,909.360,116.269,-77.819,15.113,14.633,3.551,1.422,0.485,0.000,0.075,4,7.788,0.082,0.978,"Ground_Mountain_1_1:(-0.224, 0.974, -0.025);Ground_Mountain_1_1:(-0.224, 0.974, -0.025);Ground_Mountain_1_1:(-0.224, 0.974, -0.025);Ground_Mountain_1_1:(-0.224, 0.974, -0.025);Ground_Mountain_1_1:(-0.224, 0.974, -0.025);Ground_Mountain_1_1:(-0.224, 0.974, -0.025);"
6.340,244.379,909.654,116.340,-77.792,15.184,14.717,3.535,1.328,0.444,0.000,0.071,4,7.955,0.029,0.978,"Ground_Mountain_1_1:(-0.224, 0.974, -0.025);Ground_Mountain_1_1:(-0.224, 0.974, -0.025);Ground_Mountain_1_1:(-0.224, 0.974, -0.025);Ground_Mountain_1_1:(-0.224, 0.974, -0.025);Ground_Mountain_1_1:(-0.224, 0.974, -0.025);Ground_Mountain_1_1:(-0.224, 0.974, -0.025);"
6.360,244.682,909.949,116.410,-77.768,15.245,14.791,3.521,1.235,0.408,0.000,0.067,4,8.157,0.062,0.977,"Ground_Mountain_1_1:(-0.224, 0.974, -0.025);Ground_Mountain_1_1:(-0.224, 0.974, -0.025);Ground_Mountain_1_1:(-0.224, 0.974, -0.025);Ground_Mountain_1_1:(-0.224, 0.974, -0.025);Ground_Mountain_1_1:(-0.224, 0.974, -0.025);Ground_Mountain_1_1:(-0.224, 0.974, -0.025);"
6.380,244.987,910.246,116.480,-77.745,15.298,14.854,3.508,1.141,0.378,0.000,0.062,4,8.375,0.105,0.977,"Ground_Mountain_1_1:(-0.224, 0.974, -0.025);Ground_Mountain_1_1:(-0.224, 0.974, -0.025);Ground_Mountain_1_1:(-0.224, 0.974, -0.025);Ground_Mountain_1_1:(-0.224, 0.974, -0.025);Ground_Mountain_1_1:(-0.224, 0.974, -0.025);Ground_Mountain_1_1:(-0.224, 0.974, -0.025);"
6.400,245.293,910.544,116.550,-77.724,15.343,14.909,3.499,1.049,0.351,0.000,0.058,4,8.598,0.147,0.977,"Ground_Mountain_1_1:(-0.224, 0.974, -0.025);Ground_Mountain_1_1:(-0.224, 0.974, -0.025);Ground_Mountain_1_1:(-0.224, 0.974, -0.025);Ground_Mountain_1_1:(-0.224, 0.974, -0.025);Ground_Mountain_1_1:(-0.224, 0.974, -0.025);Ground_Mountain_1_1:(-0.224, 0.974, -0.025);"
